latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-37.74166,-72.56129,328.77,0.42,0.61,2026-09-16,1804,N,VIIRS,n,2.0NRT,298.35,3.17,D
-37.70116,-72.19723,328.0,0.4,0.6,2026-09-16,1804,N,VIIRS,n,2.0NRT,297.02,2.96,D
-37.70093,-72.19245,348.08,0.4,0.6,2026-09-16,1804,N,VIIRS,n,2.0NRT,299.35,2.96,D
-36.20372,-72.29969,336.64,0.39,0.6,2026-09-16,1804,N,VIIRS,n,2.0NRT,294.87,4.43,D
-36.20346,-72.29527,337.38,0.39,0.6,2026-09-16,1804,N,VIIRS,n,2.0NRT,295.37,6.2,D
-36.11439,-71.62855,333.93,0.36,0.57,2026-09-16,1804,N,VIIRS,n,2.0NRT,296.35,3.83,D
-35.96581,-71.5605,355.55,0.36,0.57,2026-09-16,1804,N,VIIRS,n,2.0NRT,299.3,5.83,D
-35.67622,-71.66959,354.7,0.36,0.57,2026-09-16,1804,N,VIIRS,n,2.0NRT,301.78,4.89,D
-35.67466,-71.67135,338.17,0.36,0.57,2026-09-16,1804,N,VIIRS,n,2.0NRT,299.61,3.5,D
-35.67438,-71.6672,345.37,0.36,0.57,2026-09-16,1804,N,VIIRS,n,2.0NRT,300.15,3.5,D
-38.88105,-72.26223,352.13,0.39,0.59,2026-09-16,1945,N,VIIRS,n,2.0NRT,289.51,4.89,D
-38.8804,-72.26296,353.56,0.39,0.59,2026-09-16,1945,N,VIIRS,n,2.0NRT,290.43,4.65,D
-38.05126,-72.30872,325.7,0.4,0.6,2026-09-16,1945,N,VIIRS,n,2.0NRT,295.59,3.22,D
-37.70174,-72.19234,327.74,0.42,0.61,2026-09-16,1945,N,VIIRS,n,2.0NRT,296.56,3.46,D
-37.58802,-73.57491,333.1,0.36,0.57,2026-09-16,1945,N,VIIRS,n,2.0NRT,292.33,3.17,D
-37.44974,-72.62589,344.05,0.4,0.6,2026-09-16,1945,N,VIIRS,n,2.0NRT,292.43,3.1,D
-37.10958,-72.04743,344.0,0.44,0.62,2026-09-16,1947,N,VIIRS,n,2.0NRT,295.37,7.85,D
-37.10824,-72.04259,367.0,0.44,0.62,2026-09-16,1947,N,VIIRS,h,2.0NRT,295.54,7.85,D
-37.08204,-72.26257,337.17,0.43,0.62,2026-09-16,1947,N,VIIRS,n,2.0NRT,297.0,3.48,D
-36.20692,-72.29949,367.0,0.45,0.63,2026-09-16,1947,N,VIIRS,h,2.0NRT,296.88,12.36,D
-36.20535,-72.30235,326.35,0.45,0.63,2026-09-16,1947,N,VIIRS,n,2.0NRT,294.44,21.51,D
-36.20395,-72.29739,353.18,0.45,0.63,2026-09-16,1947,N,VIIRS,n,2.0NRT,296.53,21.51,D
-36.20298,-72.3082,367.0,0.45,0.63,2026-09-16,1947,N,VIIRS,h,2.0NRT,300.88,21.36,D
-36.20157,-72.30309,333.44,0.45,0.63,2026-09-16,1947,N,VIIRS,n,2.0NRT,294.39,12.36,D
-36.20155,-72.31133,346.04,0.45,0.63,2026-09-16,1947,N,VIIRS,n,2.0NRT,298.68,29.28,D
-36.20011,-72.30624,367.0,0.45,0.63,2026-09-16,1947,N,VIIRS,h,2.0NRT,304.75,21.51,D
-36.19767,-72.31188,350.56,0.45,0.63,2026-09-16,1947,N,VIIRS,n,2.0NRT,299.29,29.12,D
-36.19636,-72.30714,367.0,0.45,0.63,2026-09-16,1947,N,VIIRS,h,2.0NRT,296.8,33.41,D
-37.61902,-73.51094,305.93,0.56,0.51,2026-09-17,525,N,VIIRS,n,2.0NRT,278.75,1.07,N
-37.61759,-73.51003,307.19,0.56,0.51,2026-09-17,525,N,VIIRS,n,2.0NRT,279.43,1.45,N
-36.20194,-72.30344,303.17,0.52,0.5,2026-09-17,525,N,VIIRS,n,2.0NRT,282.93,2.09,N
-36.20068,-72.30876,323.07,0.52,0.5,2026-09-17,525,N,VIIRS,n,2.0NRT,283.39,2.09,N
-36.19756,-72.30113,319.09,0.52,0.5,2026-09-17,525,N,VIIRS,n,2.0NRT,283.25,2.49,N
-36.19629,-72.3065,324.25,0.52,0.5,2026-09-17,525,N,VIIRS,n,2.0NRT,283.41,2.49,N
-36.19306,-72.29927,312.46,0.52,0.5,2026-09-17,525,N,VIIRS,n,2.0NRT,282.97,2.49,N
-36.20197,-72.31055,301.69,0.7,0.75,2026-09-17,705,N,VIIRS,n,2.0NRT,281.35,1.42,N
-36.19498,-72.30367,308.29,0.7,0.75,2026-09-17,705,N,VIIRS,n,2.0NRT,281.16,2.22,N
-36.08933,-72.07088,307.81,0.72,0.75,2026-09-17,705,N,VIIRS,n,2.0NRT,280.17,2.11,N
-38.58738,-70.73954,328.85,0.61,0.71,2026-09-17,1745,N,VIIRS,n,2.0NRT,281.56,4.53,D
-37.73294,-71.24242,367.0,0.64,0.72,2026-09-17,1745,N,VIIRS,h,2.0NRT,293.64,13.13,D
-37.73288,-71.24284,354.32,0.64,0.72,2026-09-17,1745,N,VIIRS,n,2.0NRT,292.62,16.51,D
-37.73285,-71.23729,340.59,0.64,0.72,2026-09-17,1745,N,VIIRS,n,2.0NRT,293.21,13.13,D
-37.73276,-71.23773,345.94,0.64,0.72,2026-09-17,1745,N,VIIRS,n,2.0NRT,292.36,21.39,D
-37.10473,-72.05257,325.16,0.7,0.75,2026-09-17,1745,N,VIIRS,n,2.0NRT,290.65,4.91,D
-36.47065,-71.85548,342.4,0.68,0.74,2026-09-17,1745,N,VIIRS,n,2.0NRT,299.08,8.72,D
-36.46816,-71.8551,329.17,0.68,0.74,2026-09-17,1745,N,VIIRS,n,2.0NRT,297.66,4.29,D
-39.25288,-72.45599,348.21,0.43,0.46,2026-09-17,1925,N,VIIRS,n,2.0NRT,292.18,6.07,D
-38.76459,-72.39955,339.91,0.44,0.46,2026-09-17,1925,N,VIIRS,n,2.0NRT,287.18,5.15,D
-38.76091,-72.39909,342.03,0.44,0.46,2026-09-17,1925,N,VIIRS,n,2.0NRT,284.04,8.17,D
-38.57209,-70.77882,332.66,0.54,0.51,2026-09-17,1925,N,VIIRS,n,2.0NRT,284.12,6.31,D
-37.94812,-71.24716,339.74,0.53,0.5,2026-09-17,1925,N,VIIRS,n,2.0NRT,299.46,6.56,D
-37.10722,-72.05544,331.41,0.5,0.49,2026-09-17,1925,N,VIIRS,n,2.0NRT,300.36,2.03,D
-36.51153,-71.93224,328.17,0.53,0.5,2026-09-17,1925,N,VIIRS,n,2.0NRT,299.62,3.12,D
-36.47124,-71.84533,342.99,0.53,0.5,2026-09-17,1925,N,VIIRS,n,2.0NRT,301.64,9.96,D
